"ruuviMac","ruuviMovement","ruuviMovementDiff","ruuviBatt","ruuviRSSI","DevEUI","time_received","accelerationX","accelerationY","accelerationZ","measurementSequenceNumber","temperature","humidity","pressure","host","location"
"de:45:ba:9d:c9:42 ","22","13","2293","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.18 +03:00","-16","912","-392","5413","35,06","37,3","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","41","0","2893","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.17 +03:00","532","-824","-260","14595","35,34","37,66","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2461","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.15 +03:00","1056","76","-184","14870","34,79","40,43","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","237","0","3205","-51","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.11 +03:00","676","-768","-212","18529","34,77","39,79","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2563","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.09 +03:00","-428","-924","-128","15293","32,9","38,84","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","7","2","2623","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.08 +03:00","892","232","-424","15554","35,43","38,03","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2509","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.06 +03:00","580","-820","-332","15108","34,06","39,52","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","9","19","2395","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.05 +03:00","8","1444","-356","5403","35,07","37,36","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","41","0","2899","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.03 +03:00","528","-824","-264","14586","35,34","37,65","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.02 +03:00","1052","76","-184","14860","34,77","40,36","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","237","6","3205","-55","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.58 +03:00","676","-760","-208","18520","34,76","39,72","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2569","-60","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.57 +03:00","-424","-936","-132","15284","32,9","38,86","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","19","16","2413","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.55 +03:00","716","-716","-168","15382","31,66","39,55","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2629","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.53 +03:00","984","248","-200","15546","35,43","37,96","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","245","0","2401","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.52 +03:00","-16","896","-400","5393","35,09","37,4","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.50 +03:00","1052","76","-188","14851","34,77","40,27","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","231","0","3199","-51","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.46 +03:00","676","-760","-216","18506","34,76","39,62","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2563","-56","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.42 +03:00","-428","-928","-132","15270","32,91","38,85","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2623","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.38 +03:00","976","264","-216","15532","35,43","37,85","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.34 +03:00","1044","80","-180","14837","34,76","40,15","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","231","21","3211","-51","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.28 +03:00","676","-768","-204","18496","34,76","39,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","3","24","2365","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.27 +03:00","836","-780","-16","15359","31,68","39,55","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2629","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.25 +03:00","972","264","-208","15522","35,44","37,86","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","245","0","2395","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.23 +03:00","-12","912","-392","5369","35,14","37,38","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","41","0","2893","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.21 +03:00","532","-824","-264","14552","35,37","37,5","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.20 +03:00","1048","80","-188","14828","34,77","40,09","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2563","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.16 +03:00","-432","-924","-132","15253","32,93","38,88","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2629","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.14 +03:00","976","264","-212","15514","35,44","37,93","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2509","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.13 +03:00","576","-816","-328","15067","34,09","39,36","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","41","44","2893","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.11 +03:00","536","-816","-260","14544","35,38","37,5","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.45.10 +03:00","1052","72","-188","14819","34,77","40,17","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2449","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.33 +03:00","1056","76","-188","14790","34,76","40,25","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","193","3","3205","-73","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.27 +03:00","620","-688","-476","18449","34,77","39,67","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","211","28","2413","-54","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.25 +03:00","716","-748","160","15310","31,73","39,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2623","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.24 +03:00","972","260","-208","15475","35,44","38,07","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","8","2503","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.22 +03:00","504","-852","-288","15028","34,1","39,36","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","245","0","2401","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.21 +03:00","-12","916","-400","5322","35,19","37,37","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","241","0","2893","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.19 +03:00","528","-828","-268","14505","35,38","37,71","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","190","0","3205","-52","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.15 +03:00","672","-772","-204","18437","34,76","39,74","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2563","-60","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.13 +03:00","-424","-924","-132","15201","32,98","38,83","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","183","3","2419","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.11 +03:00","700","-660","272","15299","31,74","39,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2623","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.09 +03:00","968","272","-212","15463","35,43","38,1","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","88","5","2509","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.07 +03:00","552","-792","-328","15016","34,1","39,4","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","245","0","2401","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.05 +03:00","-24","904","-388","5310","35,21","37,36","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.04 +03:00","1044","76","-192","14769","34,75","40,32","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2623","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.44.00 +03:00","972","260","-208","15456","35,42","38,1","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","83","14","2509","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.58 +03:00","596","-844","-124","15009","34,1","39,42","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","245","8","2407","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.57 +03:00","-16","908","-396","5303","35,23","37,38","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2461","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.55 +03:00","1048","68","-180","14761","34,74","40,31","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2569","-60","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.51 +03:00","-436","-920","-132","15186","33","38,83","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","180","9","2419","-76","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.49 +03:00","720","-716","-164","15282","31,76","39,43","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2623","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.48 +03:00","976","264","-216","15447","35,42","38,13","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","69","8","2509","-73","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.46 +03:00","580","-836","-324","15000","34,1","39,43","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","237","35","2401","-60","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.45 +03:00","-8","1028","-280","5293","35,25","37,42","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","241","0","2887","-100","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.43 +03:00","532","-816","-260","14477","35,38","37,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","190","0","3205","-53","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.39 +03:00","676","-764","-208","18415","34,72","39,81","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","61","5","2509","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.38 +03:00","596","-832","-332","14994","34,1","39,46","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","241","45","2893","-60","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.36 +03:00","532","-816","-280","14471","35,38","37,58","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","190","0","3205","-51","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.32 +03:00","680","-760","-212","18408","34,71","39,85","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2569","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.30 +03:00","-424","-920","-140","15172","33,02","38,83","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","171","51","2413","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.29 +03:00","700","-672","188","15269","31,77","39,44","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2623","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.28 +03:00","980","256","-208","15433","35,4","38,19","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","56","0","2509","-73","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.26 +03:00","572","-820","-336","14987","34,1","39,47","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","120","19","2419","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.16 +03:00","768","-736","-32","15241","31,79","39,5","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","202","0","2407","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.43.08 +03:00","-20","908","-400","5252","35,29","37,51","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","196","13","2887","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.57 +03:00","572","-812","284","14435","35,39","37,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.53 +03:00","1052","76","-184","14711","34,67","40,5","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","182","19","3199","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.47 +03:00","620","-712","-416","18371","34,63","39,88","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","101","33","2419","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.45 +03:00","684","-648","308","15232","31,8","39,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2629","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.43 +03:00","972","268","-216","15396","35,34","38,22","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","56","9","2503","-78","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.42 +03:00","576","-816","-336","14949","34,08","39,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","202","0","2401","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.40 +03:00","-16","908","-404","5244","35,29","37,51","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.39 +03:00","1060","72","-184","14702","34,66","40,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","163","14","3199","-55","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.35 +03:00","604","-792","-328","18363","34,61","39,85","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2569","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.33 +03:00","-432","-936","-132","15126","33,04","38,88","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","47","23","2509","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.32 +03:00","604","-832","-260","14941","34,07","39,52","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","202","0","2407","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.30 +03:00","-8","904","-396","5235","35,3","37,53","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","183","2","2887","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.29 +03:00","556","-776","-240","14419","35,4","37,55","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2569","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.25 +03:00","-432","-928","-136","15118","33,05","38,88","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2629","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.23 +03:00","980","264","-208","15381","35,31","38,25","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","202","0","2407","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.22 +03:00","-12","908","-400","5227","35,3","37,56","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","181","57","2893","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.20 +03:00","540","-824","-260","14410","35,4","37,56","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2449","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.19 +03:00","1052","76","-180","14686","34,63","40,44","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","149","13","3211","-51","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.15 +03:00","680","-768","-220","18344","34,56","39,97","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2563","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.13 +03:00","-428","-928","-132","15108","33,06","38,89","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","68","16","2419","-77","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.11 +03:00","724","-700","72","15207","31,81","39,51","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2623","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.10 +03:00","972","268","-212","15370","35,28","38,31","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","24","0","2509","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.08 +03:00","584","-820","-332","14923","34,03","39,65","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","202","0","2401","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.07 +03:00","-8","900","-404","5217","35,3","37,56","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2449","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.05 +03:00","1052","84","-180","14676","34,6","40,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2569","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.01 +03:00","-424","-928","-132","15099","33,06","38,87","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","52","13","2425","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.42.00 +03:00","716","-704","-164","15197","31,81","39,5","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2629","-75","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.58 +03:00","972","264","-216","15362","35,26","38,29","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","202","0","2401","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.56 +03:00","-12","904","-396","5208","35,29","37,56","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.54 +03:00","1052","80","-180","14667","34,58","40,54","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2563","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.50 +03:00","-424","-928","-132","15093","33,07","38,85","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","24","0","2509","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.48 +03:00","592","-828","-332","14908","34","39,62","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","202","0","2401","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.47 +03:00","-12","900","-392","5201","35,29","37,54","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.45 +03:00","1048","72","-188","14660","34,56","40,5","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","136","20","3205","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.41 +03:00","624","-744","-464","18321","34,49","39,84","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","39","7","2419","-60","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.40 +03:00","720","-704","-168","15182","31,83","39,48","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2623","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.38 +03:00","976","260","-204","15346","35,22","38,21","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","24","0","2503","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.36 +03:00","592","-816","-332","14899","33,98","39,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","202","0","2401","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.34 +03:00","-16","904","-404","5193","35,28","37,51","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2575","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.31 +03:00","-420","-928","-128","15076","33,08","38,87","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","32","0","2419","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.29 +03:00","724","-708","-164","15174","31,83","39,48","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","24","0","2503","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.28 +03:00","580","-820","-332","14891","33,97","39,58","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","202","0","2401","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.26 +03:00","-12","908","-396","5185","35,28","37,49","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2449","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.24 +03:00","1052","76","-188","14643","34,53","40,38","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","116","0","3211","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.20 +03:00","668","-764","-212","18304","34,46","39,83","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","5","0","2623","-78","d8:a0:1d:65:7e:18 ","24.6.2020 13.41.19 +03:00","972","260","-212","15331","35,18","38,19","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
