1221;2020-07-07 11:14:45.342599+00;1;Aktiiviset
1222;2020-07-07 11:15:41.513488+00;2;Aktiiviset
1223;2020-07-07 11:15:59.677436+00;1;Aktiiviset
1224;2020-07-07 11:16:02.696205+00;12;Alueella
1225;2020-07-07 11:16:17.857768+00;2;Aktiiviset
1226;2020-07-07 11:16:39.792554+00;11;Alueella
1227;2020-07-07 11:16:40.361413+00;1;Aktiiviset
1228;2020-07-07 11:16:43.640504+00;12;Alueella
1229;2020-07-07 11:16:45.795996+00;0;Aktiiviset
1230;2020-07-07 11:16:53.540239+00;1;Aktiiviset
1231;2020-07-07 11:16:54.189118+00;2;Aktiiviset
1232;2020-07-07 11:17:14.079705+00;11;Alueella
1233;2020-07-07 11:17:14.122895+00;11;Alueella
1234;2020-07-07 11:17:14.664627+00;10;Alueella
1235;2020-07-07 11:17:15.804642+00;9;Alueella
1236;2020-07-07 11:17:21.789665+00;3;Aktiiviset
1237;2020-07-07 11:17:23.799982+00;2;Aktiiviset
1238;2020-07-07 11:17:28.972165+00;1;Aktiiviset
1239;2020-07-07 11:17:33.855403+00;8;Alueella
1240;2020-07-07 11:17:33.87775+00;8;Alueella
1241;2020-07-07 11:17:34.499995+00;7;Alueella
1242;2020-07-07 11:17:37.270693+00;2;Aktiiviset
1243;2020-07-07 11:18:02.722714+00;3;Aktiiviset
1244;2020-07-07 11:18:03.262744+00;2;Aktiiviset
1245;2020-07-07 11:18:03.466114+00;1;Aktiiviset
1246;2020-07-07 11:18:24.807777+00;2;Aktiiviset
1247;2020-07-07 11:18:52.433852+00;1;Aktiiviset
1248;2020-07-07 11:18:55.235532+00;0;Aktiiviset
1249;2020-07-07 11:19:02.474099+00;6;Alueella
1250;2020-07-07 11:19:21.983528+00;7;Alueella
1251;2020-07-07 11:19:23.976711+00;6;Alueella
1252;2020-07-07 11:19:25.26874+00;7;Alueella
1253;2020-07-07 11:19:55.875155+00;8;Alueella
1254;2020-07-07 11:20:20.230913+00;7;Alueella
1255;2020-07-07 11:20:20.827846+00;6;Alueella
